"index_name","index_date","open_index_value","high_index_value","low_index_value","closing_index_value","points_change","change_percent","volume","turnover_rs_cr","pe_ratio","pb_ratio","div_yield"
"NIFTY Alpha Quality Value Low-Volatility 30","04-04-2024","NaN","NaN","NaN","18581.87","-44.15","-0.24","200726013","19113.62","19.27","4.70","2.17"
"NIFTY200 Quality 30","04-04-2024","18935.90","18943.50","18724.95","18816.10","-24.15","-0.13","103852513","11711.68","32.95","9.75","1.82"
"NIFTY Midcap150 Quality 50","04-04-2024","21058.10","21079.65","20861.40","20872.00","-37.85","-0.18","61833696","4724.98","28.81","7.10","1.26"
"Nifty200 Momentum 30","04-04-2024","31731.70","31748.10","31256.75","31479.65","-38.95","-0.12","239151750","11483.92","21.93","4.28","1.37"
"Nifty India Manufacturing","04-04-2024","12589.80","12593.35","12419.00","12489.90","-22.45","-0.18","277053578","17454.88","28.20","4.72","1.10"
"Nifty200 Alpha 30","04-04-2024","24082.45","24103.70","23638.75","23781.90","-133.15","-0.56","1193662311","12555.20","22.31","4.30","1.38"
"Nifty Midcap150 Momentum 50","04-04-2024","55088.90","55158.30","54462.35","54716.60","-65.90","-0.12","292851133","8466.17","24.60","4.10","0.91"
"Nifty Smallcap250 Quality 50","04-04-2024","NaN","NaN","NaN","24406.92","110.34","0.45","108773567","3667.93","24.40","4.79","1.54"
"Nifty Smallcap250 Momentum Quality 100","04-04-2024","NaN","NaN","NaN","45504.07","278.81","0.62","230112626","8376.80","27.64","4.57","0.90"
"Nifty MidSmallcap400 Momentum Quality 100","04-04-2024","NaN","NaN","NaN","45206.67","-15.67","-0.03","299715864","12084.61","23.73","4.79","1.23"
"NIFTY100 ESG","04-04-2024","4430.50","4432.80","4379.10","4409.25","8.45","0.19","670593168","52004.11","25.63","4.57","1.07"
"NIFTY100 Enhanced ESG","04-04-2024","NaN","NaN","NaN","4440.80","8.58","0.19","670273620","51920.74","25.62","4.57","1.07"
"NIFTY50 Equal Weight","04-04-2024","28541.70","28547.45","28154.25","28385.80","28.10","0.10","400986156","40705.56","23.09","4.03","1.31"
"Nifty 50 Futures Index","04-04-2024","NaN","NaN","NaN","6420.53","19.78","0.31","NaN","NaN","NaN","NaN","NaN"
"Nifty 50 Arbitrage","04-04-2024","NaN","NaN","NaN","2306.11","0.85","0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty Aditya Birla Group","04-04-2024","NaN","NaN","NaN","7306.64","-20.05","-0.27","945304531","2524.78","NaN","3.28","0.43"
"Nifty 8-13 yr G-Sec","04-04-2024","2580.28","2583.25","2580.28","2582.42","2.64","0.10","NaN","NaN","NaN","NaN","NaN"
"Nifty 4-8 yr G-Sec Index","04-04-2024","2797.93","2800.29","2797.93","2800.29","2.90","0.10","NaN","NaN","NaN","NaN","NaN"
"Nifty 11-15 yr G-Sec Index","04-04-2024","2849.25","2851.97","2849.25","2851.14","2.44","0.09","NaN","NaN","NaN","NaN","NaN"
"Nifty 15 yr and above G-Sec Index","04-04-2024","3141.68","3145.49","3141.68","3143.16","2.09","0.07","NaN","NaN","NaN","NaN","NaN"
"Nifty Composite G-sec Index","04-04-2024","2669.85","2672.71","2669.85","2671.49","2.16","0.08","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec","04-04-2024","2285.15","2287.48","2285.15","2286.62","1.91","0.08","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec (Clean Price)","04-04-2024","874.50","875.40","874.50","875.07","0.56","0.06","NaN","NaN","NaN","NaN","NaN"
"Nifty 1D Rate Index","04-04-2024","NaN","NaN","NaN","2261.88","0.40","0.02","NaN","NaN","NaN","NaN","NaN"
"Nifty50 USD","04-04-2024","NaN","NaN","NaN","9348.78","32.18","0.35","NaN","NaN","NaN","NaN","NaN"
"Nifty 50","03-04-2024","22385.70","22521.10","22346.50","22434.65","-18.65","-0.08","309647491","30793.28","22.99","3.93","1.20"
"Nifty Next 50","03-04-2024","62180.85","62480.90","61983.55","62423.75","169.65","0.27","445761842","16397.19","23.10","4.43","1.29"
"Nifty 100","03-04-2024","23077.70","23212.55","23038.20","23136.60","-1.95","-0.01","757011381","47296.93","23.40","4.05","1.17"
"Nifty 200","03-04-2024","12452.50","12528.15","12432.00","12492.45","9.05","0.07","2320960723","72159.34","24.57","4.09","1.11"
"Nifty 500","03-04-2024","20528.20","20657.90","20496.55","20605.70","35.95","0.17","3025872167","92609.31","25.16","4.14","1.07"
"Nifty Midcap 50","03-04-2024","13889.50","13988.25","13839.70","13955.85","33.25","0.24","1183649768","12131.53","34.20","4.65","0.79"
"NIFTY Midcap 100","03-04-2024","49398.95","49801.40","49252.70","49736.70","257.40","0.52","1563949342","24862.41","34.01","4.37","0.75"
"NIFTY Smallcap 100","03-04-2024","15965.75","16158.90","15932.15","16146.40","185.45","1.16","483066675","11647.26","26.98","3.87","0.87"
"Nifty50 Dividend Points","03-04-2024","NaN","NaN","NaN","0.00","0.00","NaN","NaN","NaN","NaN","NaN","NaN"
"Nifty Auto","03-04-2024","21555.65","21629.55","21446.75","21555.35","-58.90","-0.27","42393577","3837.90","25.29","5.58","0.93"
"Nifty Bank","03-04-2024","47350.25","47676.95","47279.80","47624.25","78.80","0.17","283779413","13792.53","16.00","2.80","0.77"
"Nifty Energy","03-04-2024","39679.80","39826.05","39562.35","39704.55","10.80","0.03","108175973","4560.63","13.50","2.56","2.16"
"Nifty Financial Services","03-04-2024","21069.30","21261.25","21065.25","21197.25","46.30","0.22","127342126","13948.78","17.74","3.31","0.81"
"Nifty FMCG","03-04-2024","54056.20","54101.60","53522.90","53866.70","-230.25","-0.43","26519949","2589.13","42.21","10.96","1.98"
"Nifty IT","03-04-2024","34682.60","35289.70","34626.20","35047.40","253.45","0.73","27273586","5124.23","30.05","7.54","2.02"
"Nifty Media","03-04-2024","1926.95","1947.75","1918.45","1925.85","10.95","0.57","149670335","802.41","NaN","2.00","0.37"
"Nifty Metal","03-04-2024","8678.30","8781.60","8634.45","8691.20","0.35","0.00","282535417","6458.67","28.65","2.55","2.09"
"Nifty MNC","03-04-2024","26286.90","26382.10","26220.90","26290.45","-57.20","-0.22","46900781","4062.46","44.33","9.31","1.84"
"Nifty Pharma","03-04-2024","19172.70","19272.65","19058.40","19153.05","-32.10","-0.17","25736421","2616.98","36.87","5.26","0.68"
"Nifty PSU Bank","03-04-2024","7164.85","7329.00","7117.90","7303.85","127.80","1.78","323930355","5368.94","9.98","1.69","1.45"
"Nifty Realty","03-04-2024","946.20","946.25","923.00","924.85","-24.50","-2.58","12615718","1431.55","60.63","5.85","0.25"
"Nifty India Consumption","03-04-2024","10130.45","10163.55","10078.75","10131.80","-28.55","-0.28","93052451","8900.28","47.07","8.59","1.02"
"Nifty Commodities","03-04-2024","8604.45","8651.40","8579.75","8615.95","16.05","0.19","290602995","10997.38","16.20","2.52","1.84"
"Nifty Dividend Opportunities 50","03-04-2024","5801.60","5857.10","5786.90","5843.55","32.45","0.56","755910159","23797.53","17.05","3.43","2.66"
"Nifty Infrastructure","03-04-2024","8434.65","8479.95","8403.95","8448.20","-7.05","-0.08","214075790","12210.22","21.33","3.34","1.13"
"Nifty PSE","03-04-2024","9443.25","9562.55","9400.75","9528.35","81.00","0.86","432370025","11629.47","10.73","2.46","2.94"
"Nifty Services Sector","03-04-2024","27844.60","28131.35","27841.65","28029.25","79.80","0.29","266850769","22344.19","22.76","4.05","1.10"
"Nifty50 Shariah","03-04-2024","NaN","NaN","NaN","4668.22","-0.55","-0.01","116320531","9204.18","28.10","5.14","1.90"
"Nifty500 Shariah","03-04-2024","NaN","NaN","NaN","6699.93","18.58","0.28","744108072","33064.89","32.69","5.49","1.30"
"Nifty Low Volatility 50","03-04-2024","NaN","NaN","NaN","22042.09","-50.77","-0.23","213751325","24223.23","30.98","5.13","1.10"
"Nifty Alpha 50","03-04-2024","48768.15","49287.50","48632.95","49245.20","389.80","0.80","482669643","15076.16","28.57","5.02","0.73"
"Nifty High Beta 50","03-04-2024","NaN","NaN","NaN","3860.26","31.35","0.82","1304029217","21463.54","23.29","2.19","1.47"
"Nifty100 Equal Weight","03-04-2024","29736.55","29856.10","29659.50","29787.10","15.60","0.05","757011381","47296.93","24.42","4.41","1.22"
"Nifty100 Liquid 15","03-04-2024","6439.60","6493.40","6427.95","6477.70","14.95","0.23","121930433","10284.38","24.75","3.54","0.78"
"Nifty CPSE","03-04-2024","5957.95","6019.30","5928.80","6000.85","54.95","0.92","278010269","7246.58","13.08","2.51","3.18"
"Nifty50 Value 20","03-04-2024","12216.30","12310.40","12195.85","12266.25","21.70","0.18","201919396","12641.46","19.28","3.60","2.15"
"Nifty Midcap Liquid 15","03-04-2024","11099.15","11146.35","11047.10","11108.85","-4.20","-0.04","98729839","3371.46","31.92","3.91","0.86"
"Nifty Shariah 25","03-04-2024","NaN","NaN","NaN","7817.55","3.86","0.05","157902896","10420.68","26.99","4.98","1.82"
"India VIX","03-04-2024","11.65","11.83","11.31","11.37","-0.28","-2.40","NaN","NaN","NaN","NaN","NaN"
"Nifty Growth Sectors 15","03-04-2024","10868.75","10950.55","10840.75","10896.50","-8.95","-0.08","58130149","6669.33","32.11","8.15","1.92"
"Nifty50 TR 1x Inverse","03-04-2024","181.05","181.35","179.95","180.65","0.20","0.11","NaN","NaN","NaN","NaN","NaN"
"Nifty50 TR 2x Leverage","03-04-2024","17672.95","17887.10","17612.90","17750.45","-32.75","-0.18","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 1x Inverse","03-04-2024","216.35","216.70","215.05","215.85","0.20","0.09","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 2x Leverage","03-04-2024","12350.85","12500.50","12308.85","12405.00","-22.90","-0.18","NaN","NaN","NaN","NaN","NaN"
"NIFTY100 Quality 30","03-04-2024","5158.90","5180.10","5140.80","5163.30","-3.35","-0.06","138565595","14536.34","31.03","8.44","1.77"
"Nifty Mahindra Group","03-04-2024","NaN","NaN","NaN","24797.00","240.17","0.98","9192621","1096.37","25.00","3.72","1.63"
"Nifty 50 Futures TR Index","03-04-2024","NaN","NaN","NaN","23949.95","-32.31","-0.13","NaN","NaN","NaN","NaN","NaN"
"Nifty Tata Group","03-04-2024","NaN","NaN","NaN","18356.74","165.97","0.91","100243024","6532.00","40.56","8.85","1.13"
"Nifty Tata Group 25% Cap","03-04-2024","NaN","NaN","NaN","16300.51","83.15","0.51","85950720","5499.38","45.94","6.86","0.89"
"Nifty Private Bank","03-04-2024","23678.95","23838.65","23653.30","23746.90","-35.35","-0.15","147858954","10087.86","16.55","2.70","0.63"
"Nifty Smallcap 250","03-04-2024","14916.75","15076.25","14893.20","15065.35","157.05","1.05","668702195","17996.25","27.97","3.89","0.82"
"Nifty Smallcap 50","03-04-2024","7318.75","7406.95","7299.45","7398.35","78.75","1.08","191886022","5639.93","24.02","3.49","0.94"
"Nifty MidSmallcap 400","03-04-2024","17093.80","17230.50","17055.55","17217.95","119.40","0.70","2268860786","45312.37","32.02","4.40","0.77"
"Nifty Midcap 150","03-04-2024","18272.85","18400.00","18224.70","18378.60","92.25","0.50","1600158591","27316.12","34.78","4.75","0.74"
"Nifty Midcap Select","03-04-2024","10745.65","10828.35","10697.65","10814.60","37.40","0.35","606365386","5683.40","34.86","5.31","0.85"
"NIFTY LargeMidcap 250","03-04-2024","14167.90","14255.05","14141.50","14227.30","35.70","0.25","2357169972","74613.06","28.06","4.37","0.95"
"NIFTY SME EMERGE","03-04-2024","NaN","NaN","NaN","11705.80","108.74","0.94","NaN","NaN","74.74","7.52","0.14"
"Nifty Oil & Gas","03-04-2024","11649.90","11747.60","11620.25","11654.50","4.80","0.04","134622917","5209.71","9.55","2.10","2.30"
"Nifty Financial Services 25/50","03-04-2024","22862.20","23058.55","22854.05","23022.60","87.85","0.38","127342126","13948.78","17.71","3.28","0.90"
"Nifty Healthcare Index","03-04-2024","12155.40","12208.55","12081.60","12136.60","-28.80","-0.24","26883451","2805.59","41.79","5.79","0.57"
"Nifty500 Multicap 50:25:25","03-04-2024","14138.00","14238.00","14115.30","14212.30","55.30","0.39","3025872167","92609.31","26.73","4.16","0.97"
"Nifty Microcap 250","03-04-2024","19975.05","20269.15","19953.50","20252.00","312.45","1.57","755296250","7505.78","30.30","3.05","0.58"
"Nifty Total Market","03-04-2024","11531.85","11607.50","11514.85","11579.30","25.60","0.22","3781168417","100115.09","25.31","4.09","1.05"
"Nifty India Digital","03-04-2024","7747.65","7846.75","7729.50","7812.90","36.90","0.47","578507736","9964.55","126.62","9.82","1.05"
"Nifty Mobility","03-04-2024","NaN","NaN","NaN","18552.91","-121.32","-0.65","167988979","9368.75","26.67","5.88","0.91"
"Nifty India Defence","03-04-2024","NaN","NaN","NaN","5016.98","92.82","1.88","89367320","6948.04","51.61","11.99","0.58"
"Nifty Financial Services Ex-Bank","03-04-2024","NaN","NaN","NaN","23512.46","173.40","0.74","119937522","6562.40","23.77","3.36","0.83"
"Nifty Housing","03-04-2024","NaN","NaN","NaN","10829.82","1.41","0.01","882611840","26034.74","26.94","3.53","0.80"
"Nifty Transportation & Logistics","03-04-2024","NaN","NaN","NaN","20732.96","-105.84","-0.51","98694744","6337.36","31.29","6.48","0.72"
"Nifty MidSmall Financial Services","03-04-2024","NaN","NaN","NaN","13582.60","142.01","1.06","514919204","5820.62","21.30","2.62","0.71"
"Nifty MidSmall Healthcare","03-04-2024","NaN","NaN","NaN","33263.73","87.16","0.26","27928688","1962.44","48.01","5.48","0.48"
"Nifty MidSmall IT & Telecom","03-04-2024","NaN","NaN","NaN","10161.31","98.01","0.97","545152432","4381.55","121.74","17.70","0.89"
"Nifty MidSmall India Consumption","03-04-2024","NaN","NaN","NaN","15965.07","-87.74","-0.55","56644717","3455.83","63.41","7.60","0.41"
"Nifty REITs & InvITs","03-04-2024","NaN","NaN","NaN","1079.91","0.77","0.07","2431589","47.52","32.70","1.66","7.02"
"Nifty Core Housing","03-04-2024","NaN","NaN","NaN","14835.59","-91.23","-0.61","38580329","4751.68","36.04","4.15","0.61"
"Nifty500 Multicap Infrastructure 50:30:20","03-04-2024","NaN","NaN","NaN","12908.42","-9.81","-0.08","779492437","14243.87","24.78","3.79","1.03"
"Nifty Consumer Durables","03-04-2024","33148.60","33359.25","32896.40","33145.05","22.40","0.07","14584813","1697.55","73.14","10.70","0.38"
"Nifty Non-Cyclical Consumer","03-04-2024","NaN","NaN","NaN","14048.83","-36.58","-0.26","116080384","8133.94","60.78","11.73","0.93"
"Nifty500 Multicap India Manufacturing 50:30:20","03-04-2024","NaN","NaN","NaN","12951.85","10.63","0.08","403766349","16251.06","29.67","3.98","0.85"
"Nifty100 ESG Sector Leaders","03-04-2024","3709.85","3731.05","3703.80","3715.35","-5.50","-0.15","368126090","33164.81","27.26","4.36","0.94"
"NIFTY100 Alpha 30","03-04-2024","NaN","NaN","NaN","17937.34","88.37","0.50","386071104","14476.46","18.63","4.31","1.22"
"NIFTY500 Value 50","03-04-2024","NaN","NaN","NaN","13281.86","115.06","0.87","912369480","19753.07","10.58","1.70","3.38"
"Nifty100 Low Volatility 30","03-04-2024","18189.00","18203.05","18101.15","18111.95","-106.00","-0.58","134862581","17085.83","32.77","6.40","1.27"
"NIFTY Alpha Low-Volatility 30","03-04-2024","26435.70","26448.95","26319.40","26349.15","-136.70","-0.52","133651831","11286.90","24.22","4.73","1.34"
"NIFTY Quality Low-Volatility 30","03-04-2024","NaN","NaN","NaN","16255.30","-63.40","-0.39","108506552","14589.05","31.06","7.97","1.54"
"NIFTY Alpha Quality Low-Volatility 30","03-04-2024","NaN","NaN","NaN","21190.76","-86.80","-0.41","99849269","9099.40","28.99","7.71","1.59"
"NIFTY Alpha Quality Value Low-Volatility 30","03-04-2024","NaN","NaN","NaN","18626.02","25.56","0.14","200475870","15086.13","19.31","4.71","2.16"
"NIFTY200 Quality 30","03-04-2024","18829.25","18912.40","18758.45","18840.25","-2.05","-0.01","109269290","10609.16","32.99","9.76","1.82"
"NIFTY Midcap150 Quality 50","03-04-2024","20764.05","20958.80","20696.25","20909.85","157.85","0.76","74860045","5360.90","28.86","7.12","1.26"
"Nifty200 Momentum 30","03-04-2024","31379.10","31544.45","31242.30","31518.60","88.20","0.28","275936992","11198.30","21.96","4.28","1.36"
"Nifty India Manufacturing","03-04-2024","12503.20","12562.65","12462.45","12512.35","-5.45","-0.04","287346123","17696.11","28.25","4.73","1.10"
"Nifty200 Alpha 30","03-04-2024","23803.65","23938.55","23708.40","23915.05","75.35","0.32","810004387","12431.40","22.44","4.32","1.37"
"Nifty Midcap150 Momentum 50","03-04-2024","54446.15","54869.45","54308.30","54782.50","227.55","0.42","281826969","10066.89","24.63","4.11","0.91"
"Nifty Smallcap250 Quality 50","03-04-2024","NaN","NaN","NaN","24296.58","350.00","1.46","171824944","4929.48","24.29","4.77","1.55"
"Nifty Smallcap250 Momentum Quality 100","03-04-2024","NaN","NaN","NaN","45225.26","601.08","1.35","253605720","9300.29","27.47","4.54","0.90"
"Nifty MidSmallcap400 Momentum Quality 100","03-04-2024","NaN","NaN","NaN","45222.34","396.22","0.88","317993538","14964.82","23.73","4.79","1.23"
"NIFTY100 ESG","03-04-2024","4390.85","4413.80","4382.25","4400.80","1.30","0.03","587780374","42049.15","25.58","4.56","1.07"
"NIFTY100 Enhanced ESG","03-04-2024","NaN","NaN","NaN","4432.22","1.33","0.03","587413151","41952.61","25.57","4.56","1.07"
"NIFTY50 Equal Weight","03-04-2024","28352.65","28459.15","28276.10","28357.70","-36.20","-0.13","309647491","30793.28","23.06","4.03","1.31"
"Nifty 50 Futures Index","03-04-2024","NaN","NaN","NaN","6400.75","-9.91","-0.15","NaN","NaN","NaN","NaN","NaN"
"Nifty 50 Arbitrage","03-04-2024","NaN","NaN","NaN","2305.27","1.21","0.05","NaN","NaN","NaN","NaN","NaN"
"Nifty Aditya Birla Group","03-04-2024","NaN","NaN","NaN","7326.69","17.24","0.24","532951335","2285.40","NaN","3.29","0.43"
"Nifty 8-13 yr G-Sec","03-04-2024","2579.79","2580.87","2578.84","2579.78","0.49","0.02","NaN","NaN","NaN","NaN","NaN"
"Nifty 4-8 yr G-Sec Index","03-04-2024","2796.88","2797.52","2796.55","2797.39","1.05","0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty 11-15 yr G-Sec Index","03-04-2024","2847.81","2848.70","2847.02","2848.70","1.44","0.05","NaN","NaN","NaN","NaN","NaN"
"Nifty 15 yr and above G-Sec Index","03-04-2024","3145.66","3147.49","3141.07","3141.07","-3.97","-0.13","NaN","NaN","NaN","NaN","NaN"
"Nifty Composite G-sec Index","03-04-2024","2669.31","2670.32","2668.32","2669.33","0.54","0.02","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec","03-04-2024","2284.19","2285.46","2282.98","2284.71","0.96","0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec (Clean Price)","03-04-2024","874.30","874.79","873.84","874.51","0.20","0.02","NaN","NaN","NaN","NaN","NaN"
"Nifty 1D Rate Index","03-04-2024","NaN","NaN","NaN","2261.48","0.40","0.02","NaN","NaN","NaN","NaN","NaN"
"Nifty50 USD","03-04-2024","NaN","NaN","NaN","9316.60","-13.57","-0.15","NaN","NaN","NaN","NaN","NaN"
"Nifty 50","02-04-2024","22458.80","22497.60","22388.15","22453.30","-8.70","-0.04","289524237","27940.93","23.01","3.94","1.20"
"Nifty Next 50","02-04-2024","61882.65","62296.85","61722.80","62254.10","619.50","1.01","445305876","16842.98","23.03","4.42","1.29"
"Nifty 100","02-04-2024","23124.30","23162.55","23056.30","23138.55","31.40","0.14","736195640","44874.62","23.40","4.05","1.17"
"Nifty 200","02-04-2024","12462.95","12489.75","12432.05","12483.40","36.20","0.29","2169836753","68450.77","24.56","4.09","1.10"
"Nifty 500","02-04-2024","20524.15","20579.25","20481.85","20569.75","77.20","0.38","2812872047","87897.71","25.12","4.13","1.06"
"Nifty Midcap 50","02-04-2024","13824.15","13934.60","13744.70","13922.60","150.00","1.09","986873771","11769.16","34.14","4.64","0.74"
"NIFTY Midcap 100","02-04-2024","49117.30","49521.30","48918.45","49479.30","567.25","1.16","1433641113","23576.15","33.85","4.35","0.72"
"NIFTY Smallcap 100","02-04-2024","15834.85","15974.75","15761.30","15960.95","192.55","1.22","447031740","11116.30","26.67","3.82","0.88"
"Nifty50 Dividend Points","02-04-2024","NaN","NaN","NaN","0.00","0.00","NaN","NaN","NaN","NaN","NaN","NaN"
"Nifty Auto","02-04-2024","21494.20","21641.20","21373.20","21614.25","229.00","1.07","74513298","5043.03","25.37","5.59","0.86"
"Nifty Bank","02-04-2024","47490.75","47707.35","47408.55","47545.45","-32.80","-0.07","183398624","10412.26","15.98","2.80","0.77"
"Nifty Energy","02-04-2024","39503.50","39807.25","39405.70","39693.75","204.05","0.52","104741179","4722.08","13.49","2.56","2.16"
"Nifty Financial Services","02-04-2024","21157.25","21220.45","21118.65","21150.95","-47.45","-0.22","113350315","11963.16","17.70","3.30","0.81"
"Nifty FMCG","02-04-2024","54141.65","54141.65","53823.55","54096.95","207.80","0.39","22408564","2198.64","42.39","11.01","1.97"
"Nifty IT","02-04-2024","34900.15","34984.35","34769.90","34793.95","-248.85","-0.71","17535682","3151.13","29.84","7.49","2.03"
"Nifty Media","02-04-2024","1891.50","1922.00","1881.45","1914.90","34.85","1.85","96502535","834.06","NaN","1.99","0.38"
"Nifty Metal","02-04-2024","8573.00","8702.35","8527.75","8690.85","128.15","1.50","289715871","6459.59","28.65","2.55","2.09"
"Nifty MNC","02-04-2024","26178.20","26365.70","26091.45","26347.65","234.20","0.90","73498731","4195.53","44.46","9.34","1.75"
"Nifty Pharma","02-04-2024","19235.15","19237.75","19124.55","19185.15","-22.75","-0.12","14635872","1808.92","36.93","5.27","0.68"
"Nifty PSU Bank","02-04-2024","7117.50","7185.50","7086.85","7176.05","62.80","0.88","178085206","3069.59","9.80","1.67","1.48"
"Nifty Realty","02-04-2024","942.75","959.10","940.05","949.35","9.45","1.01","9437070","1202.41","62.23","6.00","0.24"
"Nifty India Consumption","02-04-2024","10177.20","10177.20","10117.45","10160.35","27.15","0.27","92363690","8534.71","47.20","8.61","1.02"
"Nifty Commodities","02-04-2024","8518.10","8606.00","8506.40","8599.90","95.30","1.12","339077303","11715.72","16.17","2.51","1.84"
"Nifty Dividend Opportunities 50","02-04-2024","5787.55","5814.55","5774.50","5811.10","26.40","0.46","753855647","21628.41","16.96","3.41","2.67"
"Nifty Infrastructure","02-04-2024","8445.00","8471.65","8401.80","8455.25","32.20","0.38","189110174","11207.56","21.35","3.34","1.11"
"Nifty PSE","02-04-2024","9317.40","9455.55","9297.80","9447.35","155.00","1.67","494371145","12515.95","10.64","2.43","2.96"
"Nifty Services Sector","02-04-2024","28012.15","28071.65","27929.15","27949.45","-101.40","-0.36","228720416","18297.79","22.70","4.03","1.11"
"Nifty50 Shariah","02-04-2024","NaN","NaN","NaN","4668.77","-8.23","-0.18","124518789","7941.26","28.10","5.14","1.90"
